year,type,discipline,event,as,athlete_id,noc,team,place,tied,medal
1948.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Dino Menardi,95373,ITA,Italy,8.0,False,
1936.0,Winter,Bobsleigh (Bobsleigh),"Four, Men (Olympic)",Raffaele Manardi,95374,ITA,Italy 1,10.0,False,
1932.0,Winter,Cross Country Skiing (Skiing),"18 kilometres, Men (Olympic)",Severino Menardi,95375,ITA,,34.0,False,
1932.0,Winter,Cross Country Skiing (Skiing),Nordic Combined (Skiing),Severino Menardi,95375,ITA,ITA,,True,
1932.0,Winter,Cross Country Skiing (Skiing),"Individual, Men (Olympic)",Severino Menardi,95375,ITA,,21.0,False,
1932.0,Winter,Cross Country Skiing (Skiing),Ski Jumping (Skiing),Severino Menardi,95375,ITA,ITA,,True,
1932.0,Winter,Cross Country Skiing (Skiing),"Large Hill, Individual, Men (Olympic)",Severino Menardi,95375,ITA,,27.0,False,
1936.0,Winter,Cross Country Skiing (Skiing),"18 kilometres, Men (Olympic)",Severino Menardi,95375,ITA,,16.0,False,
1936.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Severino Menardi,95375,ITA,Italy,4.0,False,
1936.0,Winter,Cross Country Skiing (Skiing),Nordic Combined (Skiing),Severino Menardi,95375,ITA,ITA,,True,
1936.0,Winter,Cross Country Skiing (Skiing),"Individual, Men (Olympic)",Severino Menardi,95375,ITA,,20.0,False,
1992.0,Winter,Cross Country Skiing (Skiing),"10 kilometres, Men (Olympic)",Sebastián Menci,95376,ARG,,104.0,False,
1992.0,Winter,Cross Country Skiing (Skiing),"10/15 kilometres Pursuit, Men (Olympic)",Sebastián Menci,95376,ARG,,93.0,False,
1994.0,Winter,Alpine Skiing (Skiing),"Downhill, Men (Olympic)",Georges Mendes,95377,POR,,41.0,False,
1994.0,Winter,Alpine Skiing (Skiing),"Super G, Men (Olympic)",Georges Mendes,95377,POR,,,False,
1994.0,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men (Olympic)",Georges Mendes,95377,POR,,32.0,False,
1994.0,Winter,Alpine Skiing (Skiing),"Combined, Men (Olympic)",Georges Mendes,95377,POR,,,False,
1984.0,Winter,Bobsleigh (Bobsleigh),"Two, Men (Olympic)",Andrea Meneghin,95378,ITA,Guerrino Ghedina,7.0,False,
1984.0,Winter,Bobsleigh (Bobsleigh),"Four, Men (Olympic)",Andrea Meneghin,95378,ITA,Italy 2,8.0,False,
1988.0,Winter,Bobsleigh (Bobsleigh),"Four, Men (Olympic)",Andrea Meneghin,95378,ITA,Italy 2,19.0,False,
1928.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Heini Meng,95379,SUI,Switzerland,3.0,False,Bronze
1984.0,Winter,Luge,"Doubles, Open (Olympic)",Hans-Joachim Menge,95380,GDR,Detlef Bertz,15.0,False,
1960.0,Winter,Figure Skating (Skating),"Pairs, Mixed (Olympic)",Werner Mensching,95381,GER,Rita Blumenberg,7.0,False,
1928.0,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men (Olympic)",Hubert Menten,95382,NED,Netherlands,12.0,False,
1972.0,Winter,Bobsleigh (Bobsleigh),"Four, Men (Olympic)",Tom Mentzer,95383,SWE,Sweden,11.0,False,
1976.0,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men (Olympic)",Karl-Heinz Menz,95384,GDR,East Germany,3.0,False,Bronze
1936.0,Winter,Bobsleigh (Bobsleigh),"Four, Men (Olympic)",Ewald Menzl,95385,TCH,Czechoslovakia 1,,False,
1984.0,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men (Olympic)",David Mercer,95386,GBR,,33.0,False,
1984.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",David Mercer,95386,GBR,,,False,
1960.0,Winter,Biathlon,"20 kilometres, Men (Olympic)",Gilbert Mercier,95387,FRA,,27.0,False,
1960.0,Winter,Biathlon,"20 kilometres, Men (Olympic)",René Mercier,95388,FRA,,22.0,False,
1984.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Behudin Merdović,95389,YUG,,41.0,False,
1984.0,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",Behudin Merdović,95389,YUG,,43.0,False,
1984.0,Winter,Speed Skating (Skating),"1,500 metres, Men (Olympic)",Behudin Merdović,95389,YUG,,40.0,False,
1984.0,Winter,Speed Skating (Skating),"5,000 metres, Men (Olympic)",Behudin Merdović,95389,YUG,,,False,
1988.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Behudin Merdović,95389,YUG,,35.0,False,
1988.0,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",Behudin Merdović,95389,YUG,,35.0,False,
1988.0,Winter,Speed Skating (Skating),"1,500 metres, Men (Olympic)",Behudin Merdović,95389,YUG,,39.0,False,
1956.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Dick Meredith,95390,USA,United States,2.0,False,Silver
1960.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Dick Meredith,95390,USA,United States,1.0,False,Gold
1964.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Wayne Meredith,95391,USA,United States,5.0,False,
1992.0,Winter,Cross Country Skiing (Skiing),"10 kilometres, Men (Olympic)",Gongoryn Mеrеi,95392,MGL,,82.0,False,
1992.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Gongoryn Mеrеi,95392,MGL,,73.0,False,
1992.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Gongoryn Mеrеi,95392,MGL,,64.0,False,
1992.0,Winter,Cross Country Skiing (Skiing),"10/15 kilometres Pursuit, Men (Olympic)",Gongoryn Mеrеi,95392,MGL,,77.0,False,
1952.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",József Merényi,95393,HUN,,32.0,False,
1952.0,Winter,Speed Skating (Skating),"1,500 metres, Men (Olympic)",József Merényi,95393,HUN,,21.0,False,
1952.0,Winter,Speed Skating (Skating),"5,000 metres, Men (Olympic)",József Merényi,95393,HUN,,26.0,False,
1952.0,Winter,Speed Skating (Skating),"10,000 metres, Men (Olympic)",József Merényi,95393,HUN,,17.0,False,
1994.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Klaus Merk,95394,GER,Germany,7.0,False,
1998.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Klaus Merk,95394,GER,Germany,9.0,False,
1936.0,Winter,Bobsleigh (Bobsleigh),"Four, Men (Olympic)",Crawford Merkel,95395,USA,United States 1,4.0,False,
1968.0,Winter,Biathlon,"20 kilometres, Men (Olympic)",Theo Merkel,95396,FRG,,12.0,False,
1968.0,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men (Olympic)",Theo Merkel,95396,FRG,West Germany,9.0,False,
1972.0,Winter,Biathlon,"20 kilometres, Men (Olympic)",Theo Merkel,95396,FRG,,50.0,False,
1956.0,Winter,Speed Skating (Skating),"1,500 metres, Men (Olympic)",Robert Merkulov,95397,URS,,5.0,False,
1952.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Jean Mermet,95398,FRA,France,4.0,False,
1956.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Jean Mermet,95398,FRA,,20.0,True,
1956.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Jean Mermet,95398,FRA,France,6.0,False,
1960.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Jean Mermet,95398,FRA,,21.0,False,
1960.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Jean Mermet,95398,FRA,,19.0,False,
1960.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Jean Mermet,95398,FRA,France,7.0,False,
1936.0,Winter,Cross Country Skiing (Skiing),"18 kilometres, Men (Olympic)",Fernand Mermoud,95399,FRA,,37.0,False,
1936.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Fernand Mermoud,95399,FRA,France,9.0,False,
1984.0,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men (Olympic)",Erkan Mermut,95400,TUR,,63.0,False,
1984.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Erkan Mermut,95400,TUR,,34.0,False,
1952.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",George Merry,95401,CAN,,41.0,False,
1968.0,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men (Olympic)",Marjan Mesec,95402,YUG,,38.0,False,
1972.0,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men (Olympic)",Marjan Mesec,95402,YUG,,37.0,False,
1972.0,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men (Olympic)",Marjan Mesec,95402,YUG,,37.0,True,
1964.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Ilkka Mesikämmen,95403,FIN,Finland,6.0,False,
1924.0,Winter,Figure Skating (Skating),"Singles, Men (Olympic)",Freddy Mésot,95404,BEL,,9.0,False,
1936.0,Winter,Figure Skating (Skating),"Singles, Men (Olympic)",Freddy Mésot,95404,BEL,,,False,
1964.0,Winter,Alpine Skiing (Skiing),"Downhill, Men (Olympic)",Heini Messner,95405,AUT,,10.0,False,
1968.0,Winter,Alpine Skiing (Skiing),"Downhill, Men (Olympic)",Heini Messner,95405,AUT,,4.0,False,
1968.0,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men (Olympic)",Heini Messner,95405,AUT,,3.0,False,Bronze
1968.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Heini Messner,95405,AUT,,14.0,True,
1972.0,Winter,Alpine Skiing (Skiing),"Downhill, Men (Olympic)",Heini Messner,95405,AUT,,3.0,False,Bronze
1976.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Stephan Metz,95406,FRG,West Germany,3.0,False,Bronze
1984.0,Winter,Bobsleigh (Bobsleigh),"Two, Men (Olympic)",Hans Metzler,95407,FRG,Toni Fischer,8.0,False,
1984.0,Winter,Bobsleigh (Bobsleigh),"Four, Men (Olympic)",Hans Metzler,95407,FRG,West Germany 2,14.0,False,
1988.0,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men (Olympic)",Rick Mewborn,95408,USA,,54.0,False,
1984.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Uwe-Jens Mey,95409,GDR,,8.0,False,
1984.0,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",Uwe-Jens Mey,95409,GDR,,25.0,False,
1988.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Uwe-Jens Mey,95409,GDR,,1.0,False,Gold
1988.0,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",Uwe-Jens Mey,95409,GDR,,2.0,False,Silver
1992.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Uwe-Jens Mey,95409,GER,,1.0,False,Gold
1976.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Andreas Meyer,95410,SUI,Switzerland,11.0,False,
1928.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",David Meyer,95411,BEL,Belgium,5.0,True,
1994.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Jayson Meyer,95412,GER,Germany,7.0,False,
1960.0,Winter,Speed Skating (Skating),"1,500 metres, Men (Olympic)",Keith Meyer,95413,USA,,29.0,True,
1952.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Bob Meyers,95414,CAN,Canada,1.0,False,Gold
1948.0,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men (Olympic)",Janko Mežik,95415,YUG,,43.0,False,
1972.0,Winter,Ski Jumping (Skiing),"Normal Hill, Individual, Men (Olympic)",Zdenek Mezl,95416,CAN,,40.0,False,
1972.0,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men (Olympic)",Zdenek Mezl,95416,CAN,,17.0,False,
1956.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Vigilio Mich,95417,ITA,,16.0,False,
1976.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Nikolay Mihaylov,95418,BUL,Bulgaria,12.0,False,
1994.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Miroslav Michalek,95419,SVK,Slovakia,6.0,False,
1972.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Ján Michalko,95420,TCH,,30.0,False,
1972.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Ján Michalko,95420,TCH,,40.0,False,
1972.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Ján Michalko,95420,TCH,,30.0,False,
1972.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Ján Michalko,95420,TCH,Czechoslovakia,8.0,False,
1976.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Ján Michalko,95420,TCH,,46.0,False,
1976.0,Winter,Luge,"Singles, Men (Olympic)",Denis Michaud,95421,CAN,,,False,
1994.0,Winter,Biathlon,"10 kilometres Sprint, Men (Olympic)",Olaf Mihelson,95422,EST,,58.0,False,
1994.0,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men (Olympic)",Olaf Mihelson,95422,EST,Estonia,13.0,False,
1968.0,Winter,Figure Skating (Skating),"Pairs, Mixed (Olympic)",Aleksey Mishin,95423,URS,Tamara Moskvina,5.0,False,
1976.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Emmanuel Michon,95424,FRA,,19.0,True,
1976.0,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",Emmanuel Michon,95424,FRA,,17.0,False,
1980.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Emmanuel Michon,95424,FRA,,21.0,False,
1980.0,Winter,Speed Skating (Skating),"1,000 metres, Men (Olympic)",Emmanuel Michon,95424,FRA,,18.0,False,
1988.0,Winter,Short Track Speed Skating (Skating),"500 metres, Men (Olympic (non-medal))",Emmanuel Michon,95424,FRA,,,False,
1988.0,Winter,Short Track Speed Skating (Skating),"1,000 metres, Men (Olympic (non-medal))",Emmanuel Michon,95424,FRA,,26.0,False,
1988.0,Winter,Short Track Speed Skating (Skating),"1,500 metres, Men (Olympic (non-medal))",Emmanuel Michon,95424,FRA,,20.0,False,
1988.0,Winter,Short Track Speed Skating (Skating),"3,000 m, Men (Olympic (non-medal))",Emmanuel Michon,95424,FRA,,26.0,False,
1994.0,Winter,Nordic Combined (Skiing),"Team, Men (Olympic)",Stéphane Michon,95425,FRA,France,6.0,False,
1994.0,Winter,Nordic Combined (Skiing),"Individual, Men (Olympic)",Stéphane Michon,95425,FRA,,34.0,False,
1980.0,Winter,Biathlon,"4 × 7.5 kilometres Relay, Men (Olympic)",Celestino Midali,95426,ITA,Italy,9.0,False,
1992.0,Winter,Alpine Skiing (Skiing),"Super G, Men (Olympic)",Carlos Mier y Terán,95427,MEX,,,False,
1992.0,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men (Olympic)",Carlos Mier y Terán,95427,MEX,,65.0,False,
1992.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Carlos Mier y Terán,95427,MEX,,,False,
1972.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Juha Mieto,95428,FIN,,4.0,False,
1972.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Juha Mieto,95428,FIN,Finland,5.0,False,
1976.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Juha Mieto,95428,FIN,,10.0,False,
1976.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Juha Mieto,95428,FIN,,4.0,False,
1976.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Juha Mieto,95428,FIN,,34.0,False,
1976.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Juha Mieto,95428,FIN,Finland,1.0,False,Gold
1980.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Juha Mieto,95428,FIN,,2.0,False,Silver
1980.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Juha Mieto,95428,FIN,,7.0,False,
1980.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Juha Mieto,95428,FIN,,2.0,False,Silver
1980.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Juha Mieto,95428,FIN,Finland,3.0,False,Bronze
1984.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Juha Mieto,95428,FIN,,4.0,False,
1984.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Juha Mieto,95428,FIN,,8.0,False,
1984.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Juha Mieto,95428,FIN,,10.0,False,
1984.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Juha Mieto,95428,FIN,Finland,3.0,False,Bronze
1972.0,Winter,Nordic Combined (Skiing),"Individual, Men (Olympic)",Rauno Miettinen,95429,FIN,,2.0,False,Silver
1972.0,Winter,Nordic Combined (Skiing),Ski Jumping (Skiing),Rauno Miettinen,95429,FIN,FIN,,True,
1972.0,Winter,Nordic Combined (Skiing),"Normal Hill, Individual, Men (Olympic)",Rauno Miettinen,95429,FIN,,17.0,False,
1972.0,Winter,Nordic Combined (Skiing),"Large Hill, Individual, Men (Olympic)",Rauno Miettinen,95429,FIN,,32.0,True,
1976.0,Winter,Nordic Combined (Skiing),"Individual, Men (Olympic)",Rauno Miettinen,95429,FIN,,4.0,False,
1976.0,Winter,Nordic Combined (Skiing),Ski Jumping (Skiing),Rauno Miettinen,95429,FIN,FIN,,True,
1976.0,Winter,Nordic Combined (Skiing),"Large Hill, Individual, Men (Olympic)",Rauno Miettinen,95429,FIN,,21.0,False,
1980.0,Winter,Nordic Combined (Skiing),"Individual, Men (Olympic)",Rauno Miettinen,95429,FIN,,23.0,False,
1984.0,Winter,Nordic Combined (Skiing),"Individual, Men (Olympic)",Rauno Miettinen,95429,FIN,,4.0,False,
1984.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Ico Migliore,95430,ITA,Italy,9.0,True,
1964.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Dan Mihăilescu,95431,ROU,Romania,12.0,False,
1936.0,Winter,Cross Country Skiing (Skiing),"18 kilometres, Men (Olympic)",Lukáš Mihalák,95432,TCH,,10.0,False,
1936.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Lukáš Mihalák,95432,TCH,,,False,
1936.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Lukáš Mihalák,95432,TCH,Czechoslovakia,5.0,False,
1972.0,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men (Olympic)",Sven Mikaelsson,95433,SWE,,28.0,False,
1972.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Sven Mikaelsson,95433,SWE,,21.0,False,
1992.0,Winter,Nordic Combined (Skiing),"Team, Men (Olympic)",Reiichi Mikata,95434,JPN,Japan,1.0,False,Gold
1992.0,Winter,Nordic Combined (Skiing),"Individual, Men (Olympic)",Reiichi Mikata,95434,JPN,,34.0,False,
1972.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Boris Mikhaylov,95435,URS,Soviet Union,1.0,False,Gold
1976.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Boris Mikhaylov,95435,URS,Soviet Union,1.0,False,Gold
1980.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Boris Mikhaylov,95435,URS,Soviet Union,2.0,False,Silver
1956.0,Winter,Speed Skating (Skating),"500 metres, Men (Olympic)",Yury Mikhaylov,95436,URS,,,False,
1956.0,Winter,Speed Skating (Skating),"1,500 metres, Men (Olympic)",Yury Mikhaylov,95436,URS,,1.0,True,Gold
1968.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Arne Mikkelsen,95437,NOR,Norway,11.0,False,
1972.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Arne Mikkelsen,95437,NOR,Norway,8.0,False,
1932.0,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men (Olympic)",Roy Mikkelsen,95438,USA,,,False,
1936.0,Winter,Ski Jumping (Skiing),"Large Hill, Individual, Men (Olympic)",Roy Mikkelsen,95438,USA,,23.0,False,
1984.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Pål Gunnar Mikkelsplass,95439,NOR,,17.0,False,
1984.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Pål Gunnar Mikkelsplass,95439,NOR,,12.0,False,
1988.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Pål Gunnar Mikkelsplass,95439,NOR,,2.0,False,Silver
1988.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Pål Gunnar Mikkelsplass,95439,NOR,,6.0,False,
1988.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Pål Gunnar Mikkelsplass,95439,NOR,,9.0,False,
1988.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Pål Gunnar Mikkelsplass,95439,NOR,Norway,6.0,False,
1988.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Reijo Mikkolainen,95440,FIN,Finland,2.0,False,Silver
1992.0,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men (Olympic)",Andrej Miklavc,95441,SLO,,24.0,False,
1992.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Andrej Miklavc,95441,SLO,,17.0,False,
1994.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Andrej Miklavc,95441,SLO,,10.0,False,
1998.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Andrej Miklavc,95441,SLO,,,False,
1936.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Sándor Miklós,95442,HUN,Hungary,7.0,True,
1976.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Tibor Mikloș,95443,ROU,Romania,7.0,False,
1928.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Henri Millan,95444,FRA,,,False,
1984.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Tom Milani,95445,ITA,Italy,9.0,True,
1928.0,Winter,Bobsleigh (Bobsleigh),"Four/Five, Men (Olympic)",Héctor Milberg,95446,ARG,Argentina 2,5.0,False,
1964.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Hans Mild,95447,SWE,Sweden,2.0,False,Silver
1992.0,Winter,Cross Country Skiing (Skiing),"10 kilometres, Men (Olympic)",Aleksandar Milenković,95448,YUG,,87.0,False,
1992.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Aleksandar Milenković,95448,YUG,,80.0,False,
1992.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Aleksandar Milenković,95448,YUG,,65.0,False,
1992.0,Winter,Cross Country Skiing (Skiing),"10/15 kilometres Pursuit, Men (Olympic)",Aleksandar Milenković,95448,YUG,,75.0,False,
2006.0,Winter,Biathlon,"10 kilometres Sprint, Men (Olympic)",Aleksandar Milenković,95448,SCG,,85.0,False,
2006.0,Winter,Biathlon,"20 kilometres, Men (Olympic)",Aleksandar Milenković,95448,SCG,,85.0,False,
2006.0,Winter,Biathlon,Cross Country Skiing (Skiing),Aleksandar Milenković,95448,SCG,SCG,,True,
2006.0,Winter,Biathlon,"50 kilometres, Men (Olympic)",Aleksandar Milenković,95448,SCG,,,False,
1988.0,Winter,Speed Skating (Skating),"5,000 metres, Men (Olympic)",Bruno Milesi,95449,ITA,,15.0,False,
1988.0,Winter,Speed Skating (Skating),"10,000 metres, Men (Olympic)",Bruno Milesi,95449,ITA,,13.0,False,
1956.0,Winter,Alpine Skiing (Skiing),"Downhill, Men (Olympic)",Paride Milianti,95450,ITA,,,False,
1956.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Paride Milianti,95450,ITA,,,False,
1960.0,Winter,Alpine Skiing (Skiing),"Downhill, Men (Olympic)",Paride Milianti,95450,ITA,,12.0,False,
1960.0,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men (Olympic)",Paride Milianti,95450,ITA,,8.0,False,
1960.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Paride Milianti,95450,ITA,,8.0,False,
1964.0,Winter,Alpine Skiing (Skiing),"Downhill, Men (Olympic)",Paride Milianti,95450,ITA,,21.0,False,
1964.0,Winter,Alpine Skiing (Skiing),"Giant Slalom, Men (Olympic)",Paride Milianti,95450,ITA,,13.0,False,
1964.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Paride Milianti,95450,ITA,,17.0,False,
1952.0,Winter,Alpine Skiing (Skiing),"Downhill, Men (Olympic)",Antoin Myliordos,95451,GRE,,,False,
1952.0,Winter,Alpine Skiing (Skiing),"Slalom, Men (Olympic)",Antoin Myliordos,95451,GRE,,79.0,False,
1972.0,Winter,Figure Skating (Skating),"Pairs, Mixed (Olympic)",Mark Militano,95452,USA,Melissa Militano,7.0,False,
1976.0,Winter,Alpine Skiing (Skiing),"Downhill, Men (Olympic)",Andy Mill,95453,USA,,6.0,False,
1980.0,Winter,Alpine Skiing (Skiing),"Downhill, Men (Olympic)",Andy Mill,95453,USA,,16.0,False,
1936.0,Winter,Cross Country Skiing (Skiing),"18 kilometres, Men (Olympic)",Enrique Millán,95454,ESP,,,False,
1984.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Corey Millen,95455,USA,United States,7.0,False,
1988.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",Corey Millen,95455,USA,United States,7.0,False,
1956.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Mack Miller,95456,USA,,41.0,False,
1956.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Mack Miller,95456,USA,,38.0,False,
1956.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Mack Miller,95456,USA,United States,12.0,False,
1960.0,Winter,Cross Country Skiing (Skiing),"15 kilometres, Men (Olympic)",Mack Miller,95456,USA,,22.0,False,
1960.0,Winter,Cross Country Skiing (Skiing),"30 kilometres, Men (Olympic)",Mack Miller,95456,USA,,27.0,False,
1960.0,Winter,Cross Country Skiing (Skiing),"50 kilometres, Men (Olympic)",Mack Miller,95456,USA,,17.0,False,
1960.0,Winter,Cross Country Skiing (Skiing),"4 × 10 kilometres Relay, Men (Olympic)",Mack Miller,95456,USA,United States,11.0,False,
1952.0,Winter,Ice Hockey (Ice Hockey),"Ice Hockey, Men (Olympic)",David Miller,95457,CAN,Canada,1.0,False,Gold
